Index,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
1699,India,2022,Man-in-the-Middle,Government,4.05,357898,Hacker Group,Social Engineering,Firewall,27
1700,China,2016,DDoS,Banking,76.9,605118,Insider,Social Engineering,Firewall,30
1701,Russia,2022,Man-in-the-Middle,Education,96.44,106169,Nation-state,Unpatched Software,Encryption,28
1702,France,2016,Ransomware,Healthcare,34.29,157547,Insider,Unpatched Software,AI-based Detection,29
1703,Brazil,2022,SQL Injection,Healthcare,56.63,242677,Insider,Social Engineering,Encryption,21
1704,China,2016,SQL Injection,Banking,63.67,385872,Insider,Zero-day,Firewall,50
1705,Germany,2018,DDoS,Retail,80.85,148209,Insider,Weak Passwords,Antivirus,54
1706,Japan,2022,DDoS,Healthcare,9.5,387457,Nation-state,Weak Passwords,VPN,61
1707,Russia,2023,Malware,IT,47.22,404004,Nation-state,Social Engineering,Encryption,58
1708,UK,2018,Ransomware,Retail,28.98,981029,Nation-state,Weak Passwords,Antivirus,42
1709,France,2017,Malware,Telecommunications,96.63,389525,Unknown,Zero-day,Antivirus,32
1710,India,2019,SQL Injection,IT,43.97,764974,Nation-state,Weak Passwords,VPN,18
1711,India,2017,Man-in-the-Middle,Healthcare,91.4,621971,Nation-state,Weak Passwords,AI-based Detection,49
1712,Brazil,2024,SQL Injection,IT,53.71,680584,Insider,Zero-day,AI-based Detection,5
1713,China,2018,SQL Injection,Education,15.36,907858,Nation-state,Social Engineering,Encryption,47
1714,Russia,2021,SQL Injection,Banking,80.68,983047,Hacker Group,Unpatched Software,Antivirus,19
1715,France,2015,Malware,Government,17.3,610049,Hacker Group,Social Engineering,AI-based Detection,37
1716,India,2021,SQL Injection,IT,52.16,100105,Unknown,Zero-day,Firewall,56
1717,USA,2023,SQL Injection,Government,89.46,59398,Hacker Group,Zero-day,Antivirus,8
1718,USA,2023,Malware,Banking,35.91,91974,Hacker Group,Zero-day,AI-based Detection,41
1719,Brazil,2019,Ransomware,Healthcare,9.32,785564,Insider,Unpatched Software,Antivirus,70
1720,China,2023,Phishing,Banking,15.21,597516,Nation-state,Unpatched Software,Antivirus,15
1721,UK,2019,Ransomware,IT,17.98,799372,Hacker Group,Zero-day,AI-based Detection,14
1722,France,2018,SQL Injection,Banking,32.84,77096,Unknown,Weak Passwords,VPN,29
1723,Brazil,2023,Man-in-the-Middle,Retail,59.18,610786,Nation-state,Social Engineering,AI-based Detection,31
1724,Japan,2021,SQL Injection,Telecommunications,28.33,667271,Insider,Weak Passwords,Firewall,22
1725,China,2023,Phishing,Banking,33.27,133315,Nation-state,Weak Passwords,AI-based Detection,25
1726,Brazil,2019,SQL Injection,Government,24.93,381105,Unknown,Weak Passwords,Encryption,3
1727,UK,2020,Ransomware,Banking,98.07,795120,Unknown,Social Engineering,Firewall,42
1728,Russia,2017,SQL Injection,Healthcare,67.13,198285,Nation-state,Unpatched Software,Encryption,56
1729,India,2023,DDoS,Government,34.46,580270,Unknown,Unpatched Software,Firewall,35
1730,UK,2018,Ransomware,Retail,45.67,277410,Hacker Group,Social Engineering,Firewall,42
1731,Australia,2022,Man-in-the-Middle,Government,38.29,793946,Nation-state,Weak Passwords,Firewall,12
1732,Australia,2019,Ransomware,Banking,15.21,126770,Insider,Weak Passwords,Encryption,67
1733,Australia,2016,Phishing,IT,55.18,66776,Unknown,Zero-day,Encryption,29
1734,China,2018,DDoS,Telecommunications,83.5,434797,Insider,Social Engineering,Antivirus,21
1735,France,2024,SQL Injection,Retail,3.07,901137,Nation-state,Zero-day,Antivirus,10
1736,Australia,2020,Man-in-the-Middle,Banking,34.59,427407,Unknown,Unpatched Software,Encryption,47
1737,USA,2021,Phishing,Banking,28.75,959107,Unknown,Zero-day,Antivirus,35
1738,Russia,2017,Man-in-the-Middle,IT,55.23,12439,Nation-state,Weak Passwords,Firewall,20
1739,Germany,2021,Man-in-the-Middle,Banking,14.45,292854,Nation-state,Unpatched Software,AI-based Detection,14
1740,USA,2023,Malware,Banking,66.06,189116,Insider,Social Engineering,AI-based Detection,53
1741,USA,2017,Phishing,Telecommunications,19.6,889404,Unknown,Weak Passwords,Firewall,60
1742,USA,2017,Man-in-the-Middle,Retail,58.98,566242,Nation-state,Social Engineering,VPN,63
1743,Brazil,2015,SQL Injection,IT,86.67,694491,Unknown,Unpatched Software,Firewall,65
1744,Australia,2015,DDoS,Education,51.54,297721,Nation-state,Weak Passwords,Antivirus,29
1745,China,2024,SQL Injection,Education,13.61,394335,Unknown,Zero-day,Encryption,43
1746,Japan,2016,Man-in-the-Middle,IT,57.14,590262,Insider,Unpatched Software,Antivirus,15
1747,Germany,2015,DDoS,IT,91.79,846200,Unknown,Social Engineering,AI-based Detection,26
1748,Japan,2017,Phishing,Telecommunications,89.85,44385,Hacker Group,Weak Passwords,AI-based Detection,18
1749,UK,2021,Phishing,Banking,44.7,408446,Insider,Social Engineering,VPN,43
1750,UK,2023,DDoS,Education,54,806965,Insider,Social Engineering,AI-based Detection,56
1751,Russia,2018,Ransomware,Education,79.93,587346,Hacker Group,Social Engineering,Antivirus,39
1752,Japan,2015,Phishing,Education,2.43,552342,Unknown,Zero-day,VPN,62
1753,France,2019,DDoS,Education,66.65,47104,Insider,Social Engineering,VPN,5
1754,USA,2016,DDoS,Retail,13.83,586557,Hacker Group,Social Engineering,AI-based Detection,37
1755,Russia,2017,Malware,Government,2.65,500857,Hacker Group,Zero-day,VPN,35
1756,USA,2022,Man-in-the-Middle,Banking,65.51,977913,Hacker Group,Weak Passwords,Antivirus,70
1757,France,2021,Malware,Telecommunications,68.64,894858,Hacker Group,Social Engineering,Firewall,19
1758,UK,2018,Man-in-the-Middle,IT,75.81,574089,Unknown,Unpatched Software,Firewall,32
1759,USA,2015,DDoS,Healthcare,62.99,232622,Nation-state,Weak Passwords,Antivirus,33
1760,India,2015,Malware,Retail,89.95,917351,Unknown,Zero-day,Encryption,43
1761,Australia,2024,SQL Injection,IT,98.31,694333,Insider,Unpatched Software,VPN,48
1762,India,2017,Ransomware,Government,38.87,968822,Nation-state,Weak Passwords,Antivirus,25
1763,Brazil,2015,DDoS,Banking,18.87,976838,Unknown,Weak Passwords,Firewall,65
1764,Australia,2019,DDoS,Education,54.63,22739,Insider,Unpatched Software,Firewall,44
1765,UK,2015,Man-in-the-Middle,Retail,7.92,657442,Nation-state,Social Engineering,Firewall,29
1766,Brazil,2018,Phishing,Education,57.59,257681,Nation-state,Zero-day,Antivirus,40
1767,Japan,2021,Man-in-the-Middle,Retail,9.97,536471,Hacker Group,Weak Passwords,Encryption,72
1768,France,2015,Ransomware,IT,84.02,824619,Unknown,Social Engineering,Firewall,21
1769,Russia,2016,SQL Injection,Government,77.94,538804,Hacker Group,Weak Passwords,VPN,43
1770,Japan,2023,Phishing,Healthcare,49.32,463704,Hacker Group,Weak Passwords,Firewall,14
1771,China,2021,Man-in-the-Middle,Telecommunications,66.61,596341,Insider,Weak Passwords,AI-based Detection,9
1772,Brazil,2020,Malware,Retail,89.71,529588,Nation-state,Weak Passwords,AI-based Detection,65
1773,Germany,2018,Man-in-the-Middle,Retail,43.28,22241,Hacker Group,Zero-day,Firewall,5
1774,Brazil,2020,Phishing,Banking,21.65,434936,Hacker Group,Zero-day,Encryption,24
1775,Japan,2019,Malware,IT,33.61,52191,Nation-state,Weak Passwords,Antivirus,72
1776,Australia,2015,Malware,Banking,8.24,242247,Insider,Social Engineering,Antivirus,29
1777,Brazil,2020,Phishing,Banking,34.5,372427,Insider,Weak Passwords,VPN,72
1778,Brazil,2021,Ransomware,Healthcare,67.25,796351,Nation-state,Weak Passwords,AI-based Detection,21
1779,Japan,2020,SQL Injection,Telecommunications,38.29,505831,Hacker Group,Social Engineering,Encryption,40
1780,Germany,2020,Malware,Government,32.59,743344,Insider,Zero-day,VPN,4
1781,China,2017,Phishing,Healthcare,70.4,651809,Unknown,Unpatched Software,Firewall,17
1782,Brazil,2023,SQL Injection,Telecommunications,31.54,839281,Insider,Weak Passwords,Encryption,25
1783,Brazil,2018,SQL Injection,Retail,84.79,99876,Insider,Unpatched Software,Firewall,56
1784,UK,2016,SQL Injection,Telecommunications,98.39,836521,Insider,Weak Passwords,Firewall,19
1785,Japan,2022,SQL Injection,Retail,43.73,392831,Nation-state,Weak Passwords,AI-based Detection,71
1786,China,2015,Ransomware,Government,86.88,99312,Unknown,Zero-day,AI-based Detection,60
1787,Japan,2017,Malware,Education,26.24,945147,Insider,Zero-day,AI-based Detection,20
1788,USA,2018,DDoS,IT,26.29,943039,Insider,Zero-day,Firewall,28
1789,Brazil,2016,Malware,Retail,76.81,670642,Unknown,Unpatched Software,AI-based Detection,10
1790,USA,2016,Malware,Banking,36.2,194553,Hacker Group,Social Engineering,AI-based Detection,48
1791,China,2022,Ransomware,Education,49.56,257224,Hacker Group,Social Engineering,Firewall,46
1792,India,2019,DDoS,Banking,58.96,891815,Unknown,Weak Passwords,Antivirus,19
1793,China,2020,Ransomware,Banking,98.05,168617,Hacker Group,Unpatched Software,VPN,16
1794,UK,2016,Ransomware,Government,83.67,701152,Nation-state,Social Engineering,Firewall,53
1795,USA,2023,SQL Injection,Banking,30.66,749609,Nation-state,Zero-day,AI-based Detection,28
1796,UK,2024,Man-in-the-Middle,Government,86.74,658712,Hacker Group,Unpatched Software,VPN,25
1797,China,2022,DDoS,Retail,77.74,642501,Hacker Group,Zero-day,AI-based Detection,19
1798,Australia,2017,Malware,Banking,92.65,817255,Hacker Group,Weak Passwords,Antivirus,62
1799,China,2021,Ransomware,Government,5.96,92237,Nation-state,Weak Passwords,AI-based Detection,47
1800,Australia,2023,Man-in-the-Middle,Telecommunications,66.91,156195,Nation-state,Unpatched Software,Firewall,58
1801,India,2016,Man-in-the-Middle,IT,23.38,618125,Nation-state,Zero-day,VPN,16
1802,Australia,2021,Man-in-the-Middle,Banking,82.04,828293,Insider,Weak Passwords,Antivirus,64
1803,Brazil,2017,Malware,Telecommunications,6.09,436100,Unknown,Zero-day,Encryption,12
1804,USA,2020,DDoS,Retail,14.12,787194,Unknown,Zero-day,VPN,51
1805,France,2021,Phishing,Retail,31.52,380086,Nation-state,Social Engineering,Encryption,65
1806,India,2024,Malware,Healthcare,13.74,330581,Unknown,Zero-day,AI-based Detection,54
1807,Australia,2017,SQL Injection,IT,99.99,672966,Hacker Group,Zero-day,Firewall,13
1808,India,2022,Malware,Telecommunications,19.56,772330,Hacker Group,Unpatched Software,Encryption,20
1809,Japan,2018,Man-in-the-Middle,Telecommunications,81.61,255844,Insider,Unpatched Software,Encryption,8
1810,Germany,2017,Ransomware,Government,80.7,107009,Nation-state,Social Engineering,Encryption,67
1811,Japan,2020,SQL Injection,Retail,10.41,872095,Nation-state,Unpatched Software,Firewall,44
1812,France,2015,DDoS,Banking,85.36,50427,Hacker Group,Zero-day,Encryption,5
1813,USA,2017,Phishing,Retail,15.24,599197,Unknown,Zero-day,AI-based Detection,8
1814,Brazil,2022,Malware,Telecommunications,40.08,459643,Nation-state,Weak Passwords,Antivirus,10
1815,China,2021,DDoS,Telecommunications,10.2,950257,Nation-state,Weak Passwords,AI-based Detection,61
1816,Australia,2022,Phishing,Healthcare,72.53,496317,Hacker Group,Weak Passwords,Antivirus,62
1817,Brazil,2017,Man-in-the-Middle,Healthcare,96.36,596078,Hacker Group,Weak Passwords,Encryption,10
1818,Brazil,2019,Ransomware,Banking,88.63,701522,Insider,Social Engineering,VPN,10
1819,India,2015,Man-in-the-Middle,Healthcare,37.15,357124,Nation-state,Weak Passwords,Antivirus,31
1820,Germany,2022,SQL Injection,Government,47.92,112688,Nation-state,Social Engineering,VPN,15
1821,India,2018,Phishing,Retail,14.46,743107,Hacker Group,Social Engineering,VPN,49
1822,India,2022,Man-in-the-Middle,Banking,32.47,947465,Unknown,Unpatched Software,AI-based Detection,69
1823,Japan,2019,Ransomware,Government,81.97,358572,Hacker Group,Weak Passwords,VPN,48
1824,India,2024,Malware,IT,92.08,430701,Hacker Group,Unpatched Software,VPN,54
1825,Russia,2021,DDoS,Banking,94.48,281900,Hacker Group,Zero-day,Antivirus,1
1826,Australia,2021,Malware,IT,84.74,391257,Hacker Group,Zero-day,AI-based Detection,66
1827,China,2019,Man-in-the-Middle,Banking,81.8,277875,Nation-state,Social Engineering,Antivirus,43
1828,Japan,2015,DDoS,IT,33.27,207244,Hacker Group,Zero-day,Antivirus,38
1829,India,2018,Malware,Healthcare,66.96,294133,Insider,Social Engineering,VPN,20
1830,Brazil,2023,Ransomware,Telecommunications,71.4,66852,Hacker Group,Weak Passwords,VPN,58
1831,China,2024,Ransomware,Telecommunications,67.47,54722,Nation-state,Social Engineering,Encryption,13
1832,Australia,2022,Phishing,Education,17.32,178951,Nation-state,Weak Passwords,Antivirus,26
1833,USA,2020,Ransomware,Healthcare,17.24,682791,Insider,Social Engineering,Encryption,44
1834,Russia,2016,SQL Injection,Education,17.05,888205,Nation-state,Weak Passwords,AI-based Detection,38
1835,France,2022,Phishing,IT,52.19,794901,Insider,Zero-day,VPN,26
1836,France,2018,DDoS,Government,27.44,978683,Insider,Zero-day,VPN,35
1837,Australia,2015,Phishing,Telecommunications,73.77,639279,Nation-state,Zero-day,VPN,44
1838,UK,2020,Malware,Retail,10.94,675338,Hacker Group,Weak Passwords,VPN,54
1839,Australia,2021,Man-in-the-Middle,Government,42.24,147589,Insider,Unpatched Software,Antivirus,31
1840,Australia,2017,DDoS,Government,82.39,646824,Hacker Group,Zero-day,AI-based Detection,2
1841,China,2016,Phishing,Government,37.62,465317,Insider,Social Engineering,Firewall,20
1842,USA,2023,Malware,IT,21.53,233379,Unknown,Unpatched Software,Antivirus,50
1843,China,2023,Malware,IT,43.51,684108,Unknown,Weak Passwords,Firewall,24
1844,Russia,2020,DDoS,Healthcare,44.32,130510,Unknown,Social Engineering,AI-based Detection,66
1845,Brazil,2016,Man-in-the-Middle,Banking,43.45,489853,Nation-state,Zero-day,AI-based Detection,28
1846,Australia,2022,Malware,Healthcare,47.92,25905,Nation-state,Unpatched Software,VPN,40
1847,Japan,2023,Malware,IT,73.74,795367,Hacker Group,Zero-day,AI-based Detection,55
1848,Australia,2023,Man-in-the-Middle,Retail,93.25,349335,Nation-state,Zero-day,Firewall,27
1849,USA,2015,Ransomware,Government,13.92,366147,Hacker Group,Weak Passwords,VPN,38
1850,India,2018,Phishing,Government,41.1,25094,Nation-state,Unpatched Software,VPN,42
1851,Russia,2024,Phishing,Retail,44.08,988889,Nation-state,Unpatched Software,Encryption,31
1852,Japan,2022,Man-in-the-Middle,IT,65.19,216303,Hacker Group,Unpatched Software,AI-based Detection,49
1853,Australia,2023,Ransomware,Healthcare,21.54,388211,Nation-state,Weak Passwords,Antivirus,22
1854,USA,2022,Man-in-the-Middle,Education,83.61,30235,Insider,Weak Passwords,Encryption,47
1855,USA,2023,Malware,Banking,13.99,109083,Nation-state,Weak Passwords,Antivirus,49
1856,Germany,2017,Malware,Healthcare,49.09,397361,Hacker Group,Weak Passwords,Encryption,57
1857,UK,2016,Ransomware,Retail,32.16,329026,Nation-state,Weak Passwords,VPN,31
1858,Australia,2017,Man-in-the-Middle,IT,45.5,889521,Nation-state,Weak Passwords,Encryption,51
1859,USA,2018,SQL Injection,Healthcare,73.16,849755,Insider,Weak Passwords,Encryption,46
1860,China,2021,Phishing,Education,70.2,631101,Unknown,Zero-day,Firewall,36
1861,Japan,2016,DDoS,Healthcare,10.62,625954,Insider,Weak Passwords,AI-based Detection,71
1862,Japan,2023,Man-in-the-Middle,IT,26.65,220769,Unknown,Zero-day,VPN,71
1863,China,2018,SQL Injection,Healthcare,52.01,527443,Hacker Group,Unpatched Software,Firewall,24
1864,Germany,2020,DDoS,Government,32.71,846169,Hacker Group,Zero-day,VPN,59
1865,China,2017,Malware,Education,47.46,783239,Unknown,Social Engineering,VPN,41
1866,China,2022,Malware,Telecommunications,11.39,104772,Unknown,Social Engineering,Firewall,43
1867,Germany,2015,DDoS,Telecommunications,31.68,33098,Hacker Group,Zero-day,AI-based Detection,8
1868,UK,2024,Man-in-the-Middle,Healthcare,65.78,512847,Insider,Social Engineering,Encryption,72
1869,Australia,2018,SQL Injection,Banking,71.01,840106,Insider,Weak Passwords,VPN,44
1870,Brazil,2024,SQL Injection,Healthcare,69.57,269458,Insider,Zero-day,Firewall,15
1871,Germany,2021,Ransomware,Healthcare,66.84,242893,Nation-state,Zero-day,Antivirus,50
1872,Russia,2018,Phishing,Education,5.25,605947,Insider,Zero-day,Firewall,13
1873,Japan,2018,SQL Injection,Education,60.57,468399,Nation-state,Zero-day,VPN,56
1874,India,2015,Ransomware,IT,61.68,503774,Hacker Group,Zero-day,Firewall,37
1875,France,2021,Phishing,Retail,45.74,754278,Insider,Social Engineering,Firewall,46
1876,Japan,2019,SQL Injection,IT,89.81,126120,Unknown,Social Engineering,Encryption,39
1877,UK,2018,Malware,IT,73.27,210024,Hacker Group,Weak Passwords,Antivirus,20
1878,France,2022,DDoS,Banking,51.33,970775,Insider,Unpatched Software,AI-based Detection,21
1879,France,2017,Ransomware,Education,19.84,832471,Insider,Social Engineering,Firewall,54
1880,India,2024,Phishing,IT,97.25,165316,Unknown,Zero-day,Encryption,61
1881,Australia,2016,DDoS,Retail,2.96,990886,Insider,Weak Passwords,AI-based Detection,59
1882,UK,2021,Malware,Telecommunications,82.28,370146,Nation-state,Zero-day,VPN,55
1883,China,2021,Man-in-the-Middle,Retail,49.59,284823,Unknown,Social Engineering,Antivirus,50
1884,UK,2016,Malware,Healthcare,65.14,742857,Nation-state,Weak Passwords,Antivirus,49
1885,Brazil,2024,DDoS,Healthcare,70,484101,Hacker Group,Unpatched Software,VPN,9
1886,UK,2015,Ransomware,Telecommunications,22.58,368441,Hacker Group,Weak Passwords,AI-based Detection,71
1887,Russia,2019,Malware,Banking,55.42,945465,Unknown,Weak Passwords,Firewall,5
1888,USA,2016,DDoS,Healthcare,27.08,551900,Unknown,Social Engineering,VPN,17
1889,UK,2021,Malware,Banking,73.02,731722,Hacker Group,Weak Passwords,VPN,28
1890,Germany,2018,Phishing,Banking,88.73,436597,Insider,Unpatched Software,AI-based Detection,33
1891,France,2020,DDoS,Education,16.35,728830,Insider,Zero-day,AI-based Detection,45
1892,USA,2022,Ransomware,IT,85.61,826018,Hacker Group,Weak Passwords,Firewall,24
1893,Russia,2020,Ransomware,Telecommunications,76.61,791323,Insider,Unpatched Software,Encryption,40
1894,USA,2015,SQL Injection,Banking,42.77,117454,Insider,Unpatched Software,Firewall,19
1895,Japan,2023,Ransomware,Retail,95.3,986882,Hacker Group,Weak Passwords,Encryption,45
1896,France,2016,Phishing,IT,78.12,770227,Unknown,Zero-day,Antivirus,20
1897,China,2024,SQL Injection,Government,21.33,997411,Nation-state,Social Engineering,Antivirus,25
1898,Japan,2020,Malware,Education,66.93,640603,Hacker Group,Unpatched Software,VPN,23
1899,Brazil,2024,Phishing,Telecommunications,81.54,499671,Hacker Group,Weak Passwords,VPN,4
1900,India,2020,Phishing,Retail,12.64,805905,Nation-state,Social Engineering,Firewall,54
1901,France,2017,Phishing,Retail,43.2,377252,Nation-state,Unpatched Software,Encryption,8
1902,USA,2018,Ransomware,Retail,20.58,653168,Unknown,Weak Passwords,AI-based Detection,3
1903,Brazil,2017,Phishing,IT,26.62,955790,Nation-state,Zero-day,Encryption,44
1904,USA,2018,Phishing,Telecommunications,15.56,734448,Unknown,Social Engineering,Encryption,37
1905,China,2021,Ransomware,Retail,12.97,425647,Unknown,Zero-day,Antivirus,4
1906,France,2019,SQL Injection,Banking,98.04,278315,Unknown,Unpatched Software,VPN,3
